scenario_id,factor_id,stressed_value
SP-019,RATE-AUD-GOVT-240M,0.01946953
SP-019,RATE-AUD-GOVT-360M,0.02006615
SP-019,RATE-AUD-SWAP-001M,0.01921561
SP-019,RATE-AUD-SWAP-002M,0.01925998
SP-019,RATE-AUD-SWAP-003M,0.01929577
SP-019,RATE-AUD-SWAP-005M,0.01935629
SP-019,RATE-AUD-SWAP-007M,0.01940861
SP-019,RATE-AUD-SWAP-010M,0.01947787
SP-019,RATE-AUD-SWAP-015M,0.01957790
SP-019,RATE-AUD-SWAP-020M,0.01966550
SP-019,RATE-AUD-SWAP-030M,0.01981741
SP-019,RATE-AUD-SWAP-060M,0.02017538
SP-019,RATE-AUD-SWAP-090M,0.02045895
SP-019,RATE-AUD-SWAP-120M,0.02070190
SP-019,RATE-AUD-SWAP-180M,0.02111506
SP-019,RATE-AUD-SWAP-240M,0.02146734
SP-019,RATE-AUD-SWAP-360M,0.02206396
SP-019,RATE-AUD-INFLATION-001M,0.02121342
SP-019,RATE-AUD-INFLATION-002M,0.02125779
SP-019,RATE-AUD-INFLATION-003M,0.02129358
SP-019,RATE-AUD-INFLATION-005M,0.02135411
SP-019,RATE-AUD-INFLATION-007M,0.02140643
SP-019,RATE-AUD-INFLATION-010M,0.02147569
SP-019,RATE-AUD-INFLATION-015M,0.02157571
SP-019,RATE-AUD-INFLATION-020M,0.02166331
SP-019,RATE-AUD-INFLATION-030M,0.02181522
SP-019,RATE-AUD-INFLATION-060M,0.02217319
SP-019,RATE-AUD-INFLATION-090M,0.02245676
SP-019,RATE-AUD-INFLATION-120M,0.02269971
SP-019,RATE-AUD-INFLATION-180M,0.02311287
SP-019,RATE-AUD-INFLATION-240M,0.02346515
SP-019,RATE-AUD-INFLATION-360M,0.02406177
SP-019,RATE-NZD-OIS-001M,0.01671999
SP-019,RATE-NZD-OIS-002M,0.01676436
SP-019,RATE-NZD-OIS-003M,0.01680014
SP-019,RATE-NZD-OIS-005M,0.01686067
SP-019,RATE-NZD-OIS-007M,0.01691299
SP-019,RATE-NZD-OIS-010M,0.01698225
SP-019,RATE-NZD-OIS-015M,0.01708228
SP-019,RATE-NZD-OIS-020M,0.01716987
SP-019,RATE-NZD-OIS-030M,0.01732179
SP-019,RATE-NZD-OIS-060M,0.01767975
SP-019,RATE-NZD-OIS-090M,0.01796332
SP-019,RATE-NZD-OIS-120M,0.01820628
SP-019,RATE-NZD-OIS-180M,0.01861944
SP-019,RATE-NZD-OIS-240M,0.01897172
SP-019,RATE-NZD-OIS-360M,0.01956834
SP-019,RATE-NZD-GOVT-001M,0.01871780
SP-019,RATE-NZD-GOVT-002M,0.01876217
SP-019,RATE-NZD-GOVT-003M,0.01879795
SP-019,RATE-NZD-GOVT-005M,0.01885848
SP-019,RATE-NZD-GOVT-007M,0.01891080
SP-019,RATE-NZD-GOVT-010M,0.01898006
SP-019,RATE-NZD-GOVT-015M,0.01908009
SP-019,RATE-NZD-GOVT-020M,0.01916769
SP-019,RATE-NZD-GOVT-030M,0.01931960
SP-019,RATE-NZD-GOVT-060M,0.01967757
SP-019,RATE-NZD-GOVT-090M,0.01996114
SP-019,RATE-NZD-GOVT-120M,0.02020409
SP-019,RATE-NZD-GOVT-180M,0.02061725
SP-019,RATE-NZD-GOVT-240M,0.02096953
SP-019,RATE-NZD-GOVT-360M,0.02156615
SP-019,RATE-NZD-SWAP-001M,0.02071561
SP-019,RATE-NZD-SWAP-002M,0.02075998
SP-019,RATE-NZD-SWAP-003M,0.02079577
SP-019,RATE-NZD-SWAP-005M,0.02085629
SP-019,RATE-NZD-SWAP-007M,0.02090861
SP-019,RATE-NZD-SWAP-010M,0.02097787
SP-019,RATE-NZD-SWAP-015M,0.02107790
SP-019,RATE-NZD-SWAP-020M,0.02116550
SP-019,RATE-NZD-SWAP-030M,0.02131741
SP-019,RATE-NZD-SWAP-060M,0.02167538
SP-019,RATE-NZD-SWAP-090M,0.02195895
SP-019,RATE-NZD-SWAP-120M,0.02220190
SP-019,RATE-NZD-SWAP-180M,0.02261506
SP-019,RATE-NZD-SWAP-240M,0.02296734
SP-019,RATE-NZD-SWAP-360M,0.02356396
SP-019,RATE-NZD-INFLATION-001M,0.02271342
SP-019,RATE-NZD-INFLATION-002M,0.02275779
SP-019,RATE-NZD-INFLATION-003M,0.02279358
SP-019,RATE-NZD-INFLATION-005M,0.02285411
SP-019,RATE-NZD-INFLATION-007M,0.02290643
SP-019,RATE-NZD-INFLATION-010M,0.02297569
SP-019,RATE-NZD-INFLATION-015M,0.02307571
SP-019,RATE-NZD-INFLATION-020M,0.02316331
SP-019,RATE-NZD-INFLATION-030M,0.02331522
SP-019,RATE-NZD-INFLATION-060M,0.02367319
SP-019,RATE-NZD-INFLATION-090M,0.02395676
SP-019,RATE-NZD-INFLATION-120M,0.02419971
SP-019,RATE-NZD-INFLATION-180M,0.02461287
SP-019,RATE-NZD-INFLATION-240M,0.02496515
SP-019,RATE-NZD-INFLATION-360M,0.02556177
SP-019,RATE-SEK-OIS-001M,0.01821999
SP-019,RATE-SEK-OIS-002M,0.01826436
SP-019,RATE-SEK-OIS-003M,0.01830014
SP-019,RATE-SEK-OIS-005M,0.01836067
SP-019,RATE-SEK-OIS-007M,0.01841299
SP-019,RATE-SEK-OIS-010M,0.01848225
SP-019,RATE-SEK-OIS-015M,0.01858228
SP-019,RATE-SEK-OIS-020M,0.01866987
SP-019,RATE-SEK-OIS-030M,0.01882179
SP-019,RATE-SEK-OIS-060M,0.01917975
SP-019,RATE-SEK-OIS-090M,0.01946332
SP-019,RATE-SEK-OIS-120M,0.01970628
SP-019,RATE-SEK-OIS-180M,0.02011944
SP-019,RATE-SEK-OIS-240M,0.02047172
SP-019,RATE-SEK-OIS-360M,0.02106834
SP-019,RATE-SEK-GOVT-001M,0.02021780
SP-019,RATE-SEK-GOVT-002M,0.02026217
SP-019,RATE-SEK-GOVT-003M,0.02029795
SP-019,RATE-SEK-GOVT-005M,0.02035848
SP-019,RATE-SEK-GOVT-007M,0.02041080
SP-019,RATE-SEK-GOVT-010M,0.02048006
SP-019,RATE-SEK-GOVT-015M,0.02058009
SP-019,RATE-SEK-GOVT-020M,0.02066769
SP-019,RATE-SEK-GOVT-030M,0.02081960
SP-019,RATE-SEK-GOVT-060M,0.02117757
SP-019,RATE-SEK-GOVT-090M,0.02146114
SP-019,RATE-SEK-GOVT-120M,0.02170409
SP-019,RATE-SEK-GOVT-180M,0.02211725
SP-019,RATE-SEK-GOVT-240M,0.02246953
SP-019,RATE-SEK-GOVT-360M,0.02306615
SP-019,RATE-SEK-SWAP-001M,0.02221561
SP-019,RATE-SEK-SWAP-002M,0.02225998
SP-019,RATE-SEK-SWAP-003M,0.02229577
SP-019,RATE-SEK-SWAP-005M,0.02235629
SP-019,RATE-SEK-SWAP-007M,0.02240861
SP-019,RATE-SEK-SWAP-010M,0.02247787
SP-019,RATE-SEK-SWAP-015M,0.02257790
SP-019,RATE-SEK-SWAP-020M,0.02266550
SP-019,RATE-SEK-SWAP-030M,0.02281741
SP-019,RATE-SEK-SWAP-060M,0.02317538
SP-019,RATE-SEK-SWAP-090M,0.02345895
SP-019,RATE-SEK-SWAP-120M,0.02370190
SP-019,RATE-SEK-SWAP-180M,0.02411506
SP-019,RATE-SEK-SWAP-240M,0.02446734
SP-019,RATE-SEK-SWAP-360M,0.02506396
SP-019,RATE-SEK-INFLATION-001M,0.02421342
SP-019,RATE-SEK-INFLATION-002M,0.02425779
SP-019,RATE-SEK-INFLATION-003M,0.02429358
SP-019,RATE-SEK-INFLATION-005M,0.02435411
SP-019,RATE-SEK-INFLATION-007M,0.02440643
SP-019,RATE-SEK-INFLATION-010M,0.02447569
SP-019,RATE-SEK-INFLATION-015M,0.02457571
SP-019,RATE-SEK-INFLATION-020M,0.02466331
SP-019,RATE-SEK-INFLATION-030M,0.02481522
SP-019,RATE-SEK-INFLATION-060M,0.02517319
SP-019,RATE-SEK-INFLATION-090M,0.02545676
SP-019,RATE-SEK-INFLATION-120M,0.02569971
SP-019,RATE-SEK-INFLATION-180M,0.02611287
SP-019,RATE-SEK-INFLATION-240M,0.02646515
SP-019,RATE-SEK-INFLATION-360M,0.02706177
SP-019,RATE-NOK-OIS-001M,0.01971999
SP-019,RATE-NOK-OIS-002M,0.01976436
SP-019,RATE-NOK-OIS-003M,0.01980014
SP-019,RATE-NOK-OIS-005M,0.01986067
SP-019,RATE-NOK-OIS-007M,0.01991299
SP-019,RATE-NOK-OIS-010M,0.01998225
SP-019,RATE-NOK-OIS-015M,0.02008228
SP-019,RATE-NOK-OIS-020M,0.02016987
SP-019,RATE-NOK-OIS-030M,0.02032179
SP-019,RATE-NOK-OIS-060M,0.02067975
SP-019,RATE-NOK-OIS-090M,0.02096332
SP-019,RATE-NOK-OIS-120M,0.02120628
SP-019,RATE-NOK-OIS-180M,0.02161944
SP-019,RATE-NOK-OIS-240M,0.02197172
SP-019,RATE-NOK-OIS-360M,0.02256834
SP-019,RATE-NOK-GOVT-001M,0.02171780
SP-019,RATE-NOK-GOVT-002M,0.02176217
SP-019,RATE-NOK-GOVT-003M,0.02179795
SP-019,RATE-NOK-GOVT-005M,0.02185848
SP-019,RATE-NOK-GOVT-007M,0.02191080
SP-019,RATE-NOK-GOVT-010M,0.02198006
SP-019,RATE-NOK-GOVT-015M,0.02208009
SP-019,RATE-NOK-GOVT-020M,0.02216769
SP-019,RATE-NOK-GOVT-030M,0.02231960
SP-019,RATE-NOK-GOVT-060M,0.02267757
SP-019,RATE-NOK-GOVT-090M,0.02296114
SP-019,RATE-NOK-GOVT-120M,0.02320409
SP-019,RATE-NOK-GOVT-180M,0.02361725
SP-019,RATE-NOK-GOVT-240M,0.02396953
SP-019,RATE-NOK-GOVT-360M,0.02456615
SP-019,RATE-NOK-SWAP-001M,0.02371561
SP-019,RATE-NOK-SWAP-002M,0.02375998
SP-019,RATE-NOK-SWAP-003M,0.02379577
SP-019,RATE-NOK-SWAP-005M,0.02385629
SP-019,RATE-NOK-SWAP-007M,0.02390861
SP-019,RATE-NOK-SWAP-010M,0.02397787
SP-019,RATE-NOK-SWAP-015M,0.02407790
SP-019,RATE-NOK-SWAP-020M,0.02416550
SP-019,RATE-NOK-SWAP-030M,0.02431741
SP-019,RATE-NOK-SWAP-060M,0.02467538
SP-019,RATE-NOK-SWAP-090M,0.02495895
SP-019,RATE-NOK-SWAP-120M,0.02520190
SP-019,RATE-NOK-SWAP-180M,0.02561506
SP-019,RATE-NOK-SWAP-240M,0.02596734
SP-019,RATE-NOK-SWAP-360M,0.02656396
SP-019,RATE-NOK-INFLATION-001M,0.02571342
SP-019,RATE-NOK-INFLATION-002M,0.02575779
SP-019,RATE-NOK-INFLATION-003M,0.02579358
SP-019,RATE-NOK-INFLATION-005M,0.02585411
SP-019,RATE-NOK-INFLATION-007M,0.02590643
SP-019,RATE-NOK-INFLATION-010M,0.02597569
SP-019,RATE-NOK-INFLATION-015M,0.02607571
SP-019,RATE-NOK-INFLATION-020M,0.02616331
SP-019,RATE-NOK-INFLATION-030M,0.02631522
SP-019,RATE-NOK-INFLATION-060M,0.02667319
SP-019,RATE-NOK-INFLATION-090M,0.02695676
SP-019,RATE-NOK-INFLATION-120M,0.02719971
SP-019,RATE-NOK-INFLATION-180M,0.02761287
SP-019,RATE-NOK-INFLATION-240M,0.02796515
SP-019,RATE-NOK-INFLATION-360M,0.02856177
SP-019,RATE-DKK-OIS-001M,0.02121999
SP-019,RATE-DKK-OIS-002M,0.02126436
SP-019,RATE-DKK-OIS-003M,0.02130014
SP-019,RATE-DKK-OIS-005M,0.02136067
SP-019,RATE-DKK-OIS-007M,0.02141299
SP-019,RATE-DKK-OIS-010M,0.02148225
SP-019,RATE-DKK-OIS-015M,0.02158228
SP-019,RATE-DKK-OIS-020M,0.02166987
SP-019,RATE-DKK-OIS-030M,0.02182179
SP-019,RATE-DKK-OIS-060M,0.02217975
SP-019,RATE-DKK-OIS-090M,0.02246332
SP-019,RATE-DKK-OIS-120M,0.02270628
SP-019,RATE-DKK-OIS-180M,0.02311944
SP-019,RATE-DKK-OIS-240M,0.02347172
SP-019,RATE-DKK-OIS-360M,0.02406834
SP-019,RATE-DKK-GOVT-001M,0.02321780
SP-019,RATE-DKK-GOVT-002M,0.02326217
SP-019,RATE-DKK-GOVT-003M,0.02329795
SP-019,RATE-DKK-GOVT-005M,0.02335848
SP-019,RATE-DKK-GOVT-007M,0.02341080
SP-019,RATE-DKK-GOVT-010M,0.02348006
SP-019,RATE-DKK-GOVT-015M,0.02358009
SP-019,RATE-DKK-GOVT-020M,0.02366769
SP-019,RATE-DKK-GOVT-030M,0.02381960
SP-019,RATE-DKK-GOVT-060M,0.02417757
SP-019,RATE-DKK-GOVT-090M,0.02446114
SP-019,RATE-DKK-GOVT-120M,0.02470409
SP-019,RATE-DKK-GOVT-180M,0.02511725
SP-019,RATE-DKK-GOVT-240M,0.02546953
SP-019,RATE-DKK-GOVT-360M,0.02606615
SP-019,RATE-DKK-SWAP-001M,0.02521561
SP-019,RATE-DKK-SWAP-002M,0.02525998
SP-019,RATE-DKK-SWAP-003M,0.02529577
SP-019,RATE-DKK-SWAP-005M,0.02535629
SP-019,RATE-DKK-SWAP-007M,0.02540861
SP-019,RATE-DKK-SWAP-010M,0.02547787
SP-019,RATE-DKK-SWAP-015M,0.02557790
SP-019,RATE-DKK-SWAP-020M,0.02566550
SP-019,RATE-DKK-SWAP-030M,0.02581741
SP-019,RATE-DKK-SWAP-060M,0.02617538
SP-019,RATE-DKK-SWAP-090M,0.02645895
SP-019,RATE-DKK-SWAP-120M,0.02670190
SP-019,RATE-DKK-SWAP-180M,0.02711506
SP-019,RATE-DKK-SWAP-240M,0.02746734
SP-019,RATE-DKK-SWAP-360M,0.02806396
SP-019,RATE-DKK-INFLATION-001M,0.02721342
SP-019,RATE-DKK-INFLATION-002M,0.02725779
SP-019,RATE-DKK-INFLATION-003M,0.02729358
SP-019,RATE-DKK-INFLATION-005M,0.02735411
SP-019,RATE-DKK-INFLATION-007M,0.02740643
SP-019,RATE-DKK-INFLATION-010M,0.02747569
SP-019,RATE-DKK-INFLATION-015M,0.02757571
SP-019,RATE-DKK-INFLATION-020M,0.02766331
SP-019,RATE-DKK-INFLATION-030M,0.02781522
SP-019,RATE-DKK-INFLATION-060M,0.02817319
SP-019,RATE-DKK-INFLATION-090M,0.02845676
SP-019,RATE-DKK-INFLATION-120M,0.02869971
SP-019,RATE-DKK-INFLATION-180M,0.02911287
SP-019,RATE-DKK-INFLATION-240M,0.02946515
SP-019,RATE-DKK-INFLATION-360M,0.03006177
SP-019,RATE-PLN-OIS-001M,0.02271999
SP-019,RATE-PLN-OIS-002M,0.02276436
SP-019,RATE-PLN-OIS-003M,0.02280014
SP-019,RATE-PLN-OIS-005M,0.02286067
SP-019,RATE-PLN-OIS-007M,0.02291299
SP-019,RATE-PLN-OIS-010M,0.02298225
SP-019,RATE-PLN-OIS-015M,0.02308228
SP-019,RATE-PLN-OIS-020M,0.02316987
SP-019,RATE-PLN-OIS-030M,0.02332179
SP-019,RATE-PLN-OIS-060M,0.02367975
SP-019,RATE-PLN-OIS-090M,0.02396332
SP-019,RATE-PLN-OIS-120M,0.02420628
SP-019,RATE-PLN-OIS-180M,0.02461944
SP-019,RATE-PLN-OIS-240M,0.02497172
SP-019,RATE-PLN-OIS-360M,0.02556834
SP-019,RATE-PLN-GOVT-001M,0.02471780
SP-019,RATE-PLN-GOVT-002M,0.02476217
SP-019,RATE-PLN-GOVT-003M,0.02479795
SP-019,RATE-PLN-GOVT-005M,0.02485848
SP-019,RATE-PLN-GOVT-007M,0.02491080
SP-019,RATE-PLN-GOVT-010M,0.02498006
SP-019,RATE-PLN-GOVT-015M,0.02508009
SP-019,RATE-PLN-GOVT-020M,0.02516769
SP-019,RATE-PLN-GOVT-030M,0.02531960
SP-019,RATE-PLN-GOVT-060M,0.02567757
SP-019,RATE-PLN-GOVT-090M,0.02596114
SP-019,RATE-PLN-GOVT-120M,0.02620409
SP-019,RATE-PLN-GOVT-180M,0.02661725
SP-019,RATE-PLN-GOVT-240M,0.02696953
SP-019,RATE-PLN-GOVT-360M,0.02756615
SP-019,RATE-PLN-SWAP-001M,0.02671561
SP-019,RATE-PLN-SWAP-002M,0.02675998
SP-019,RATE-PLN-SWAP-003M,0.02679577
SP-019,RATE-PLN-SWAP-005M,0.02685629
SP-019,RATE-PLN-SWAP-007M,0.02690861
SP-019,RATE-PLN-SWAP-010M,0.02697787
SP-019,RATE-PLN-SWAP-015M,0.02707790
SP-019,RATE-PLN-SWAP-020M,0.02716550
SP-019,RATE-PLN-SWAP-030M,0.02731741
SP-019,RATE-PLN-SWAP-060M,0.02767538
SP-019,RATE-PLN-SWAP-090M,0.02795895
SP-019,RATE-PLN-SWAP-120M,0.02820190
SP-019,RATE-PLN-SWAP-180M,0.02861506
SP-019,RATE-PLN-SWAP-240M,0.02896734
SP-019,RATE-PLN-SWAP-360M,0.02956396
SP-019,RATE-PLN-INFLATION-001M,0.02871342
SP-019,RATE-PLN-INFLATION-002M,0.02875779
SP-019,RATE-PLN-INFLATION-003M,0.02879358
SP-019,RATE-PLN-INFLATION-005M,0.02885411
SP-019,RATE-PLN-INFLATION-007M,0.02890643
SP-019,RATE-PLN-INFLATION-010M,0.02897569
SP-019,RATE-PLN-INFLATION-015M,0.02907571
SP-019,RATE-PLN-INFLATION-020M,0.02916331
SP-019,RATE-PLN-INFLATION-030M,0.02931522
SP-019,RATE-PLN-INFLATION-060M,0.02967319
SP-019,RATE-PLN-INFLATION-090M,0.02995676
SP-019,RATE-PLN-INFLATION-120M,0.03019971
SP-019,RATE-PLN-INFLATION-180M,0.03061287
SP-019,RATE-PLN-INFLATION-240M,0.03096515
SP-019,RATE-PLN-INFLATION-360M,0.03156177
SP-019,RATE-CZK-OIS-001M,0.02421999
SP-019,RATE-CZK-OIS-002M,0.02426436
SP-019,RATE-CZK-OIS-003M,0.02430014
SP-019,RATE-CZK-OIS-005M,0.02436067
SP-019,RATE-CZK-OIS-007M,0.02441299
SP-019,RATE-CZK-OIS-010M,0.02448225
SP-019,RATE-CZK-OIS-015M,0.02458228
SP-019,RATE-CZK-OIS-020M,0.02466987
SP-019,RATE-CZK-OIS-030M,0.02482179
SP-019,RATE-CZK-OIS-060M,0.02517975
SP-019,RATE-CZK-OIS-090M,0.02546332
SP-019,RATE-CZK-OIS-120M,0.02570628
SP-019,RATE-CZK-OIS-180M,0.02611944
SP-019,RATE-CZK-OIS-240M,0.02647172
SP-019,RATE-CZK-OIS-360M,0.02706834
SP-019,RATE-CZK-GOVT-001M,0.02621780
SP-019,RATE-CZK-GOVT-002M,0.02626217
SP-019,RATE-CZK-GOVT-003M,0.02629795
SP-019,RATE-CZK-GOVT-005M,0.02635848
SP-019,RATE-CZK-GOVT-007M,0.02641080
SP-019,RATE-CZK-GOVT-010M,0.02648006
SP-019,RATE-CZK-GOVT-015M,0.02658009
SP-019,RATE-CZK-GOVT-020M,0.02666769
SP-019,RATE-CZK-GOVT-030M,0.02681960
SP-019,RATE-CZK-GOVT-060M,0.02717757
SP-019,RATE-CZK-GOVT-090M,0.02746114
SP-019,RATE-CZK-GOVT-120M,0.02770409
SP-019,RATE-CZK-GOVT-180M,0.02811725
SP-019,RATE-CZK-GOVT-240M,0.02846953
SP-019,RATE-CZK-GOVT-360M,0.02906615
SP-019,RATE-CZK-SWAP-001M,0.02821561
SP-019,RATE-CZK-SWAP-002M,0.02825998
SP-019,RATE-CZK-SWAP-003M,0.02829577
SP-019,RATE-CZK-SWAP-005M,0.02835629
SP-019,RATE-CZK-SWAP-007M,0.02840861
SP-019,RATE-CZK-SWAP-010M,0.02847787
SP-019,RATE-CZK-SWAP-015M,0.02857790
SP-019,RATE-CZK-SWAP-020M,0.02866550
SP-019,RATE-CZK-SWAP-030M,0.02881741
SP-019,RATE-CZK-SWAP-060M,0.02917538
SP-019,RATE-CZK-SWAP-090M,0.02945895
SP-019,RATE-CZK-SWAP-120M,0.02970190
SP-019,RATE-CZK-SWAP-180M,0.03011506
SP-019,RATE-CZK-SWAP-240M,0.03046734
SP-019,RATE-CZK-SWAP-360M,0.03106396
SP-019,RATE-CZK-INFLATION-001M,0.03021342
SP-019,RATE-CZK-INFLATION-002M,0.03025779
SP-019,RATE-CZK-INFLATION-003M,0.03029358
SP-019,RATE-CZK-INFLATION-005M,0.03035411
SP-019,RATE-CZK-INFLATION-007M,0.03040643
SP-019,RATE-CZK-INFLATION-010M,0.03047569
SP-019,RATE-CZK-INFLATION-015M,0.03057571
SP-019,RATE-CZK-INFLATION-020M,0.03066331
SP-019,RATE-CZK-INFLATION-030M,0.03081522
SP-019,RATE-CZK-INFLATION-060M,0.03117319
SP-019,RATE-CZK-INFLATION-090M,0.03145676
SP-019,RATE-CZK-INFLATION-120M,0.03169971
SP-019,RATE-CZK-INFLATION-180M,0.03211287
SP-019,RATE-CZK-INFLATION-240M,0.03246515
SP-019,RATE-CZK-INFLATION-360M,0.03306177
SP-019,RATE-HUF-OIS-001M,0.02571999
SP-019,RATE-HUF-OIS-002M,0.02576436
SP-019,RATE-HUF-OIS-003M,0.02580014
SP-019,RATE-HUF-OIS-005M,0.02586067
SP-019,RATE-HUF-OIS-007M,0.02591299
SP-019,RATE-HUF-OIS-010M,0.02598225
SP-019,RATE-HUF-OIS-015M,0.02608228
SP-019,RATE-HUF-OIS-020M,0.02616987
SP-019,RATE-HUF-OIS-030M,0.02632179
SP-019,RATE-HUF-OIS-060M,0.02667975
SP-019,RATE-HUF-OIS-090M,0.02696332
SP-019,RATE-HUF-OIS-120M,0.02720628
SP-019,RATE-HUF-OIS-180M,0.02761944
SP-019,RATE-HUF-OIS-240M,0.02797172
SP-019,RATE-HUF-OIS-360M,0.02856834
SP-019,RATE-HUF-GOVT-001M,0.02771780
SP-019,RATE-HUF-GOVT-002M,0.02776217
SP-019,RATE-HUF-GOVT-003M,0.02779795
SP-019,RATE-HUF-GOVT-005M,0.02785848
SP-019,RATE-HUF-GOVT-007M,0.02791080
SP-019,RATE-HUF-GOVT-010M,0.02798006
SP-019,RATE-HUF-GOVT-015M,0.02808009
SP-019,RATE-HUF-GOVT-020M,0.02816769
SP-019,RATE-HUF-GOVT-030M,0.02831960
SP-019,RATE-HUF-GOVT-060M,0.02867757
SP-019,RATE-HUF-GOVT-090M,0.02896114
SP-019,RATE-HUF-GOVT-120M,0.02920409
SP-019,RATE-HUF-GOVT-180M,0.02961725
SP-019,RATE-HUF-GOVT-240M,0.02996953
SP-019,RATE-HUF-GOVT-360M,0.03056615
SP-019,RATE-HUF-SWAP-001M,0.02971561
SP-019,RATE-HUF-SWAP-002M,0.02975998
SP-019,RATE-HUF-SWAP-003M,0.02979577
SP-019,RATE-HUF-SWAP-005M,0.02985629
SP-019,RATE-HUF-SWAP-007M,0.02990861
SP-019,RATE-HUF-SWAP-010M,0.02997787
SP-019,RATE-HUF-SWAP-015M,0.03007790
SP-019,RATE-HUF-SWAP-020M,0.03016550
SP-019,RATE-HUF-SWAP-030M,0.03031741
SP-019,RATE-HUF-SWAP-060M,0.03067538
SP-019,RATE-HUF-SWAP-090M,0.03095895
SP-019,RATE-HUF-SWAP-120M,0.03120190
SP-019,RATE-HUF-SWAP-180M,0.03161506
SP-019,RATE-HUF-SWAP-240M,0.03196734
SP-019,RATE-HUF-SWAP-360M,0.03256396
SP-019,RATE-HUF-INFLATION-001M,0.03171342
SP-019,RATE-HUF-INFLATION-002M,0.03175779
SP-019,RATE-HUF-INFLATION-003M,0.03179358
SP-019,RATE-HUF-INFLATION-005M,0.03185411
SP-019,RATE-HUF-INFLATION-007M,0.03190643
SP-019,RATE-HUF-INFLATION-010M,0.03197569
SP-019,RATE-HUF-INFLATION-015M,0.03207571
SP-019,RATE-HUF-INFLATION-020M,0.03216331
SP-019,RATE-HUF-INFLATION-030M,0.03231522
SP-019,RATE-HUF-INFLATION-060M,0.03267319
SP-019,RATE-HUF-INFLATION-090M,0.03295676
SP-019,RATE-HUF-INFLATION-120M,0.03319971
SP-019,RATE-HUF-INFLATION-180M,0.03361287
SP-019,RATE-HUF-INFLATION-240M,0.03396515
SP-019,RATE-HUF-INFLATION-360M,0.03456177
SP-019,RATE-SGD-OIS-001M,0.02721999
SP-019,RATE-SGD-OIS-002M,0.02726436
SP-019,RATE-SGD-OIS-003M,0.02730014
SP-019,RATE-SGD-OIS-005M,0.02736067
SP-019,RATE-SGD-OIS-007M,0.02741299
SP-019,RATE-SGD-OIS-010M,0.02748225
SP-019,RATE-SGD-OIS-015M,0.02758228
SP-019,RATE-SGD-OIS-020M,0.02766987
SP-019,RATE-SGD-OIS-030M,0.02782179
SP-019,RATE-SGD-OIS-060M,0.02817975
SP-019,RATE-SGD-OIS-090M,0.02846332
SP-019,RATE-SGD-OIS-120M,0.02870628
SP-019,RATE-SGD-OIS-180M,0.02911944
SP-019,RATE-SGD-OIS-240M,0.02947172
SP-019,RATE-SGD-OIS-360M,0.03006834
SP-019,RATE-SGD-GOVT-001M,0.02921780
SP-019,RATE-SGD-GOVT-002M,0.02926217
SP-019,RATE-SGD-GOVT-003M,0.02929795
SP-019,RATE-SGD-GOVT-005M,0.02935848
SP-019,RATE-SGD-GOVT-007M,0.02941080
SP-019,RATE-SGD-GOVT-010M,0.02948006
SP-019,RATE-SGD-GOVT-015M,0.02958009
SP-019,RATE-SGD-GOVT-020M,0.02966769
SP-019,RATE-SGD-GOVT-030M,0.02981960
SP-019,RATE-SGD-GOVT-060M,0.03017757
SP-019,RATE-SGD-GOVT-090M,0.03046114
SP-019,RATE-SGD-GOVT-120M,0.03070409
SP-019,RATE-SGD-GOVT-180M,0.03111725
SP-019,RATE-SGD-GOVT-240M,0.03146953
SP-019,RATE-SGD-GOVT-360M,0.03206615
SP-019,RATE-SGD-SWAP-001M,0.03121561
SP-019,RATE-SGD-SWAP-002M,0.03125998
SP-019,RATE-SGD-SWAP-003M,0.03129577
SP-019,RATE-SGD-SWAP-005M,0.03135629
SP-019,RATE-SGD-SWAP-007M,0.03140861
SP-019,RATE-SGD-SWAP-010M,0.03147787
SP-019,RATE-SGD-SWAP-015M,0.03157790
SP-019,RATE-SGD-SWAP-020M,0.03166550
SP-019,RATE-SGD-SWAP-030M,0.03181741
SP-019,RATE-SGD-SWAP-060M,0.03217538
SP-019,RATE-SGD-SWAP-090M,0.03245895
SP-019,RATE-SGD-SWAP-120M,0.03270190
SP-019,RATE-SGD-SWAP-180M,0.03311506
SP-019,RATE-SGD-SWAP-240M,0.03346734
SP-019,RATE-SGD-SWAP-360M,0.03406396
SP-019,RATE-SGD-INFLATION-001M,0.03321342
SP-019,RATE-SGD-INFLATION-002M,0.03325779
SP-019,RATE-SGD-INFLATION-003M,0.03329358
SP-019,RATE-SGD-INFLATION-005M,0.03335411
SP-019,RATE-SGD-INFLATION-007M,0.03340643
SP-019,RATE-SGD-INFLATION-010M,0.03347569
SP-019,RATE-SGD-INFLATION-015M,0.03357571
SP-019,RATE-SGD-INFLATION-020M,0.03366331
SP-019,RATE-SGD-INFLATION-030M,0.03381522
SP-019,RATE-SGD-INFLATION-060M,0.03417319
SP-019,RATE-SGD-INFLATION-090M,0.03445676
SP-019,RATE-SGD-INFLATION-120M,0.03469971
SP-019,RATE-SGD-INFLATION-180M,0.03511287
SP-019,RATE-SGD-INFLATION-240M,0.03546515
SP-019,RATE-SGD-INFLATION-360M,0.03606177
SP-019,RATE-HKD-OIS-001M,0.02871999
SP-019,RATE-HKD-OIS-002M,0.02876436
SP-019,RATE-HKD-OIS-003M,0.02880014
SP-019,RATE-HKD-OIS-005M,0.02886067
SP-019,RATE-HKD-OIS-007M,0.02891299
